362,72
6560,1336
6693,1368
377,72
217,46
2657,535
2878,575
250,46
113,20
618,120
618,120
113,20
258,54
3637,765
3740,783
244,54
278,58
4160,893
4190,899
272,58
350,70
5250,1145
5909,1295
365,70
157,42
2120,450
2275,483
223,42
347,80
7886,1597
8270,1680
399,80
271,62
4684,977
4891,1023
318,62
125,32
1371,288
1371,288
151,32
